estID,est_name,full_ecosystem_type_name,efz_ha,Cumulative Pressure Level,pressure_2025_flow_modification,pressure_artificial_breaching,pressure_2018_Flow_modification,pressure_2025_pollution,pressure_2018_Pollution,pressure_2025_habitat_loss,pressure_2025_fishing_effort_DEFF,pressure_2018_fishing_effort_DEFF,pressure_2011_fishing_effort_DEFF,pressure_invasive_alien_plants,Pressure_alien_fish,OUTLET_IDw,NAME,LONGdd,LATdd,EcoType_na,RLE_NBA18,PL_NBA18,PES2018,type,zone,extent,RLE,EPL,RLE_EPL,realm,protection_level,threat_status
"80",Bushmans,2 Warm Temperate - Predominantly Open,"888.8",Medium,High,,Low,Medium,Low,Medium,High,High,High,,High,"133",Bushmans,"26.663622","-33.69491583",Warm Temperate Predominantly Open,Vulnerable,Poorly,B/C,Warm Temperate Predominantly Open,Warm Temperate,"176.692482939",VU,PP,VU_PP,est,Poorly Protected,Vulnerable
"81",Kariega,2 Warm Temperate - Predominantly Open,"559",Medium,Very high,,Very high,Low,Low,Medium,Very high,Medium,Low,,,"134",Kariega,"26.686399","-33.68277083",Warm Temperate Predominantly Open,Vulnerable,Poorly,C,Warm Temperate Predominantly Open,Warm Temperate,"176.692482939",VU,PP,VU_PP,est,Poorly Protected,Vulnerable
"82",Grant's,2 Warm Temperate - Small Temporarily Closed,"16.3",Medium,High,,High,Medium,Medium,Low,Low,Low,Low,,,"135",Grant's,"26.70302","-33.66955889",Warm Temperate Small Temporarily Closed,Least Concern,Well,C,Warm Temperate Small Temporarily Closed,Warm Temperate,"16.1027211742",LC,MP,LC_MP,est,Moderately Protected,Least Concern
"83",Kasouga,2 Warm Temperate - Large Temporarily Closed,"247.6",Low,Low,,Low,Medium,Low,Low,Medium,Low,Low,,,"136",Kasouga,"26.735298","-33.65409472",Warm Temperate Large Temporarily Closed,Vulnerable,Moderately,B,Warm Temperate Large Temporarily Closed,Warm Temperate,"69.2596673221",VU,PP,VU_PP,est,Poorly Protected,Vulnerable
"84",Kowie,2 Warm Temperate - Predominantly Open,"484.9",Medium,Low,,Low,Low,Low,Medium,Very high,High,High,Medium,High,"138",Kowie,"26.901634","-33.60362583",Warm Temperate Predominantly Open,Vulnerable,Poorly,C,Warm Temperate Predominantly Open,Warm Temperate,"176.692482939",VU,PP,VU_PP,est,Poorly Protected,Vulnerable
"85",Rufane,2 Warm Temperate - Small Temporarily Closed,"24.7",Medium,Medium,,High,Medium,Low,Medium,Low,Low,Low,,,"139",Rufane,"26.935827","-33.58083194",Warm Temperate Small Temporarily Closed,Least Concern,Well,C,Warm Temperate Small Temporarily Closed,Warm Temperate,"16.1027211742",LC,MP,LC_MP,est,Moderately Protected,Least Concern
"86",Riet,2 Warm Temperate - Small Temporarily Closed,"40.3",Low,Low,,Low,Low,Low,Low,Low,Low,Low,,,"140",Riet,"27.01385197","-33.56120278",Warm Temperate Small Temporarily Closed,Least Concern,Well,B,Warm Temperate Small Temporarily Closed,Warm Temperate,"16.1027211742",LC,MP,LC_MP,est,Moderately Protected,Least Concern
"87",West Kleinemonde,2 Warm Temperate - Large Temporarily Closed,"224.2",Low,Low,,Low,Medium,Low,Low,Low,Low,Low,,,"141",West Kleinemonde,"27.04615197","-33.54134583",Warm Temperate Large Temporarily Closed,Vulnerable,Moderately,B,Warm Temperate Large Temporarily Closed,Warm Temperate,"69.2596673221",VU,PP,VU_PP,est,Poorly Protected,Vulnerable
"88",East Kleinemonde,2 Warm Temperate - Large Temporarily Closed,"100.9",Low,Low,,Low,Medium,Medium,Low,Low,Low,Low,,,"142",East Kleinemonde,"27.04932497","-33.53902583",Warm Temperate Large Temporarily Closed,Vulnerable,Moderately,B,Warm Temperate Large Temporarily Closed,Warm Temperate,"69.2596673221",VU,PP,VU_PP,est,Poorly Protected,Vulnerable
"89",Great Fish,2 Warm Temperate - Predominantly Open,"519.9",Medium,Low,,Low,High,High,Low,Very high,High,High,Medium,Very high,"144",Great Fish,"27.140684","-33.49522778",Warm Temperate Predominantly Open,Vulnerable,Poorly,C,Warm Temperate Predominantly Open,Warm Temperate,"176.692482939",VU,PP,VU_PP,est,Poorly Protected,Vulnerable
"90",Old Woman’s,2 Warm Temperate - Large Temporarily Closed,"23.3",Medium,Medium,,Medium,Low,High,Medium,Low,Low,Low,,,"145",Old Woman’s,"27.14807","-33.48277083",Warm Temperate Large Temporarily Closed,Vulnerable,Moderately,C,Warm Temperate Large Temporarily Closed,Warm Temperate,"69.2596673221",VU,PP,VU_PP,est,Poorly Protected,Vulnerable
"91",Mpekweni,2 Warm Temperate - Large Temporarily Closed,"83.09999999999999",Low,Medium,,Medium,Low,Low,Low,Medium,Medium,Medium,,,"147",Mpekweni,"27.231176","-33.43801194",Warm Temperate Large Temporarily Closed,Vulnerable,Moderately,B,Warm Temperate Large Temporarily Closed,Warm Temperate,"69.2596673221",VU,PP,VU_PP,est,Poorly Protected,Vulnerable
"92",Mtati (Mthathi),2 Warm Temperate - Large Temporarily Closed,"142.1",Low,Medium,,Medium,Low,Low,Low,Low,Low,Low,,,"148",Mtati (Mthathi),"27.25907197","-33.42287778",Warm Temperate Large Temporarily Closed,Vulnerable,Moderately,B,Warm Temperate Large Temporarily Closed,Warm Temperate,"69.2596673221",VU,PP,VU_PP,est,Poorly Protected,Vulnerable
"93",Mgwalana,2 Warm Temperate - Large Temporarily Closed,"216.9",Low,Medium,,Medium,Low,Low,Low,Low,Low,Low,,,"149",Mgwalana,"27.274214","-33.41302389",Warm Temperate Large Temporarily Closed,Vulnerable,Moderately,B,Warm Temperate Large Temporarily Closed,Warm Temperate,"69.2596673221",VU,PP,VU_PP,est,Poorly Protected,Vulnerable
"94",Bira (Bhirha),2 Warm Temperate - Large Temporarily Closed,"270.6",Low,Medium,,Medium,Low,Low,Low,Low,Low,Low,,,"150",Bira (Bhirha),"27.326031","-33.38376",Warm Temperate Large Temporarily Closed,Vulnerable,Moderately,B,Warm Temperate Large Temporarily Closed,Warm Temperate,"69.2596673221",VU,PP,VU_PP,est,Poorly Protected,Vulnerable
"95",Gqutywa,2 Warm Temperate - Large Temporarily Closed,"105.4",Low,Low,,Low,Low,Low,Low,Low,Low,Low,,,"151",Gqutywa,"27.358079","-33.3625",Warm Temperate Large Temporarily Closed,Vulnerable,Moderately,B,Warm Temperate Large Temporarily Closed,Warm Temperate,"69.2596673221",VU,PP,VU_PP,est,Poorly Protected,Vulnerable
"96",Ngculura (Ngculurha),2 Warm Temperate - Small Temporarily Closed,"36.6",Low,Medium,,Medium,Low,Low,Low,Low,Low,Low,,,"152",Ngculura (Ngculurha),"27.367916","-33.35807694",Warm Temperate Small Temporarily Closed,Least Concern,Well,B,Warm Temperate Small Temporarily Closed,Warm Temperate,"16.1027211742",LC,MP,LC_MP,est,Moderately Protected,Least Concern
"97",Mtana,2 Warm Temperate - Small Temporarily Closed,"81.2",Low,Low,,Low,Low,Low,Low,Low,Low,Low,,,"155",Mtana,"27.432165","-33.31860497",Warm Temperate Small Temporarily Closed,Least Concern,Well,B,Warm Temperate Small Temporarily Closed,Warm Temperate,"16.1027211742",LC,MP,LC_MP,est,Moderately Protected,Least Concern
"98",Keiskamma,2 Warm Temperate - Predominantly Open,"1402",Medium,High,,Low,Medium,Medium,Medium,Very high,High,High,,High,"156",Keiskamma,"27.491233","-33.28148",Warm Temperate Predominantly Open,Vulnerable,Poorly,B/C,Warm Temperate Predominantly Open,Warm Temperate,"176.692482939",VU,PP,VU_PP,est,Poorly Protected,Vulnerable
"99",Nqinisa,2 Warm Temperate - Small Temporarily Closed,"54.3",Low,Low,,Low,Low,Low,Low,Low,Low,Low,,,"158",Nqinisa,"27.527936","-33.25273897",Warm Temperate Small Temporarily Closed,Least Concern,Well,A/B,Warm Temperate Small Temporarily Closed,Warm Temperate,"16.1027211742",LC,MP,LC_MP,est,Moderately Protected,Least Concern
"100",Kiwane (Khiwane),2 Warm Temperate - Large Temporarily Closed,"87",Low,Low,,Low,Low,Low,Low,Low,Low,Low,,,"159",Kiwane (Khiwane),"27.543167","-33.24830194",Warm Temperate Large Temporarily Closed,Vulnerable,Moderately,A/B,Warm Temperate Large Temporarily Closed,Warm Temperate,"69.2596673221",VU,PP,VU_PP,est,Poorly Protected,Vulnerable
"101",Tyolomnqa,2 Warm Temperate - Large Temporarily Closed,"207.6",Low,Low,,Low,Low,Low,Low,Very high,High,Medium,,,"160",Tyolomnqa,"27.583421","-33.22577194",Warm Temperate Large Temporarily Closed,Vulnerable,Moderately,B,Warm Temperate Large Temporarily Closed,Warm Temperate,"69.2596673221",VU,PP,VU_PP,est,Poorly Protected,Vulnerable
"102",Shelbertsstroom,2 Warm Temperate - Small Temporarily Closed,"15",Low,Low,,Low,Medium,Medium,Low,Low,Low,Low,Medium,,"161",Shelbertsstroom,"27.61566397","-33.20709083",Warm Temperate Small Temporarily Closed,Least Concern,Well,B/C,Warm Temperate Small Temporarily Closed,Warm Temperate,"16.1027211742",LC,MP,LC_MP,est,Moderately Protected,Least Concern
"103",Lilyvale,2 Warm Temperate - Small Temporarily Closed,"33.7",Low,Low,,Low,Medium,Medium,Low,Low,Low,Low,,,"162",Lilyvale,"27.63690897","-33.19285278",Warm Temperate Small Temporarily Closed,Least Concern,Well,B,Warm Temperate Small Temporarily Closed,Warm Temperate,"16.1027211742",LC,MP,LC_MP,est,Moderately Protected,Least Concern
"104",Ross' Creek,2 Warm Temperate - Small Temporarily Closed,"13",Low,Low,,Low,Medium,Low,Low,Low,Low,Low,,,"163",Ross' Creek,"27.657672","-33.17675694",Warm Temperate Small Temporarily Closed,Least Concern,Well,A/B,Warm Temperate Small Temporarily Closed,Warm Temperate,"16.1027211742",LC,MP,LC_MP,est,Moderately Protected,Least Concern
"105",Ncera (Ncerha),2 Warm Temperate - Large Temporarily Closed,"77.90000000000001",Low,Low,,Low,Low,Low,Low,Low,Low,Low,,,"164",Ncera (Ncerha),"27.668206","-33.17011583",Warm Temperate Large Temporarily Closed,Vulnerable,Moderately,B,Warm Temperate Large Temporarily Closed,Warm Temperate,"69.2596673221",VU,PP,VU_PP,est,Poorly Protected,Vulnerable
"106",Mlele,2 Warm Temperate - Small Temporarily Closed,"20.2",Low,Low,,Low,Medium,Medium,Low,Low,Low,Low,,,"165",Mlele,"27.67996197","-33.15971194",Warm Temperate Small Temporarily Closed,Least Concern,Well,B,Warm Temperate Small Temporarily Closed,Warm Temperate,"16.1027211742",LC,MP,LC_MP,est,Moderately Protected,Least Concern
"107",Mcantsi,2 Warm Temperate - Small Temporarily Closed,"31.8",Medium,Low,,Low,Very high,Low,Low,Low,Low,Low,,,"166",Mcantsi,"27.701977","-33.14550889",Warm Temperate Small Temporarily Closed,Least Concern,Well,B,Warm Temperate Small Temporarily Closed,Warm Temperate,"16.1027211742",LC,MP,LC_MP,est,Moderately Protected,Least Concern
"108",Gxulu,2 Warm Temperate - Large Temporarily Closed,"106.6",Medium,Low,,Low,Medium,Low,Medium,Low,Low,Low,,,"167",Gxulu,"27.73149097","-33.11890497",Warm Temperate Large Temporarily Closed,Vulnerable,Moderately,B/C,Warm Temperate Large Temporarily Closed,Warm Temperate,"69.2596673221",VU,PP,VU_PP,est,Poorly Protected,Vulnerable
"109",Goda,2 Warm Temperate - Large Temporarily Closed,"51.9",Low,Low,,Low,Medium,Medium,Low,Low,Low,Low,,,"168",Goda,"27.775033","-33.10108997",Warm Temperate Large Temporarily Closed,Vulnerable,Moderately,B,Warm Temperate Large Temporarily Closed,Warm Temperate,"69.2596673221",VU,PP,VU_PP,est,Poorly Protected,Vulnerable
"110",Hlozi,2 Warm Temperate - Small Temporarily Closed,"40.9",Low,Low,,Low,Medium,High,Low,Low,Low,Low,,,"169",Hlozi,"27.811883","-33.08559697",Warm Temperate Small Temporarily Closed,Least Concern,Well,B,Warm Temperate Small Temporarily Closed,Warm Temperate,"16.1027211742",LC,MP,LC_MP,est,Moderately Protected,Least Concern
"111",Hickman's,2 Warm Temperate - Small Temporarily Closed,"25.9",Medium,Medium,,Low,Very high,Medium,Medium,Low,Low,Low,,,"170",Hickman's,"27.83968797","-33.07082889",Warm Temperate Small Temporarily Closed,Least Concern,Well,B,Warm Temperate Small Temporarily Closed,Warm Temperate,"16.1027211742",LC,MP,LC_MP,est,Moderately Protected,Least Concern
"112",Buffalo,2 Warm Temperate - Predominantly Open,"137.5",High,Very high,,Very high,Very high,Medium,Medium,Very high,High,Low,,Very high,"173",Buffalo,"27.916318","-33.02679889",Warm Temperate Predominantly Open,Vulnerable,Poorly,D,Warm Temperate Predominantly Open,Warm Temperate,"176.692482939",VU,PP,VU_PP,est,Poorly Protected,Vulnerable
"113",Blind,2 Warm Temperate - Small Temporarily Closed,"14.3",High,High,,High,Very high,Very high,Medium,Low,Low,Low,,,"174",Blind,"27.92769397","-33.00694444",Warm Temperate Small Temporarily Closed,Least Concern,Well,D,Warm Temperate Small Temporarily Closed,Warm Temperate,"16.1027211742",LC,MP,LC_MP,est,Moderately Protected,Least Concern
"114",Hlaze (iHlanze),2 Warm Temperate - Small Temporarily Closed,"7.9",High,High,,Very high,Very high,Very high,Low,Low,Low,Low,,,"175",Hlaze (iHlanze),"27.949356","-32.98923083",Warm Temperate Small Temporarily Closed,Least Concern,Well,C/D,Warm Temperate Small Temporarily Closed,Warm Temperate,"16.1027211742",LC,MP,LC_MP,est,Moderately Protected,Least Concern
"115",Nahoon,2 Warm Temperate - Predominantly Open,"178.5",Medium,High,,Medium,High,High,Medium,Very high,High,High,High,High,"176",Nahoon,"27.951704","-32.98643778",Warm Temperate Predominantly Open,Vulnerable,Poorly,C,Warm Temperate Predominantly Open,Warm Temperate,"176.692482939",VU,PP,VU_PP,est,Poorly Protected,Vulnerable
"116",Qinira (Quinirha),2 Warm Temperate - Large Temporarily Closed,"110.7",Low,Low,,Low,Low,Medium,Low,High,Medium,Medium,,,"177",Qinira (Quinirha),"27.96483297","-32.97420278",Warm Temperate Large Temporarily Closed,Vulnerable,Moderately,B/C,Warm Temperate Large Temporarily Closed,Warm Temperate,"69.2596673221",VU,PP,VU_PP,est,Poorly Protected,Vulnerable
"117",Gqunube,2 Warm Temperate - Predominantly Open,"176.3",Low,Low,,Low,Medium,Low,Low,High,Medium,Medium,,High,"178",Gqunube,"28.034899","-32.93387597",Warm Temperate Predominantly Open,Vulnerable,Poorly,B,Warm Temperate Predominantly Open,Warm Temperate,"176.692482939",VU,PP,VU_PP,est,Poorly Protected,Vulnerable
"118",Kwelera (Kwelerha),2 Warm Temperate - Predominantly Open,"121.6",Low,Low,,Low,Low,Low,Low,High,High,High,,Low,"180",Kwelera (Kwelerha),"28.077002","-32.90735972",Warm Temperate Predominantly Open,Vulnerable,Poorly,B,Warm Temperate Predominantly Open,Warm Temperate,"176.692482939",VU,PP,VU_PP,est,Poorly Protected,Vulnerable
"119",Bulura (Bulurha),2 Warm Temperate - Large Temporarily Closed,"135.4",Low,Low,,Low,Low,Low,Low,High,High,High,,,"181",Bulura (Bulurha),"28.093391","-32.89133472",Warm Temperate Large Temporarily Closed,Vulnerable,Moderately,B,Warm Temperate Large Temporarily Closed,Warm Temperate,"69.2596673221",VU,PP,VU_PP,est,Poorly Protected,Vulnerable
"120",Cunge,2 Warm Temperate - Small Temporarily Closed,"8.699999999999999",Low,Low,,Low,Low,Low,Low,Low,Low,Low,Medium,,"183",Cunge,"28.11042397","-32.86087694",Warm Temperate Small Temporarily Closed,Least Concern,Well,A/B,Warm Temperate Small Temporarily Closed,Warm Temperate,"16.1027211742",LC,MP,LC_MP,est,Moderately Protected,Least Concern
"121",Cintsa,2 Warm Temperate - Large Temporarily Closed,"122.6",Low,Low,,Low,Low,Low,Low,Medium,Medium,Low,,,"184",Cintsa,"28.117044","-32.83143194",Warm Temperate Large Temporarily Closed,Vulnerable,Moderately,B,Warm Temperate Large Temporarily Closed,Warm Temperate,"69.2596673221",VU,PP,VU_PP,est,Poorly Protected,Vulnerable
"122",Cefane,2 Warm Temperate - Large Temporarily Closed,"176.5",Low,Low,,Low,Low,Low,Low,Medium,Medium,Low,,,"185",Cefane,"28.137098","-32.80946389",Warm Temperate Large Temporarily Closed,Vulnerable,Moderately,B,Warm Temperate Large Temporarily Closed,Warm Temperate,"69.2596673221",VU,PP,VU_PP,est,Poorly Protected,Vulnerable
"123",Kwenxura (Kwenxurha),2 Warm Temperate - Large Temporarily Closed,"126.1",Low,Low,,Low,Low,Low,Low,Medium,Medium,Low,,,"186",Kwenxura (Kwenxurha),"28.151588","-32.79877472",Warm Temperate Large Temporarily Closed,Vulnerable,Moderately,A/B,Warm Temperate Large Temporarily Closed,Warm Temperate,"69.2596673221",VU,PP,VU_PP,est,Poorly Protected,Vulnerable
"124",Nyara (Nyarha),2 Warm Temperate - Large Temporarily Closed,"55.3",Low,Low,,Low,Low,Low,Low,Low,Low,Low,,,"187",Nyara (Nyarha),"28.18201697","-32.78522997",Warm Temperate Large Temporarily Closed,Vulnerable,Moderately,A/B,Warm Temperate Large Temporarily Closed,Warm Temperate,"69.2596673221",VU,PP,VU_PP,est,Poorly Protected,Vulnerable
"125",Imtwendwe (Mtwendwe),2 Warm Temperate - Small Temporarily Closed,"15.9",Low,Low,,Low,Low,Low,Low,Low,Low,Low,,,"189",Imtwendwe (Mtwendwe),"28.23697597","-32.77003694",Warm Temperate Small Temporarily Closed,Least Concern,Well,A/B,Warm Temperate Small Temporarily Closed,Warm Temperate,"16.1027211742",LC,MP,LC_MP,est,Moderately Protected,Least Concern
"126",Haga-haga,2 Warm Temperate - Small Temporarily Closed,"25.5",Low,Low,,Low,Low,Low,Low,Low,Low,Low,,,"190",Haga-haga,"28.25318497","-32.76191694",Warm Temperate Small Temporarily Closed,Least Concern,Well,A/B,Warm Temperate Small Temporarily Closed,Warm Temperate,"16.1027211742",LC,MP,LC_MP,est,Moderately Protected,Least Concern
"127",Mtendwe,2 Warm Temperate - Small Temporarily Closed,"17.1",Low,Low,,Low,Low,Low,Low,Low,Low,Low,,,"192",Mtendwe,"28.285847","-32.74078778",Warm Temperate Small Temporarily Closed,Least Concern,Well,A/B,Warm Temperate Small Temporarily Closed,Warm Temperate,"16.1027211742",LC,MP,LC_MP,est,Moderately Protected,Least Concern
"128",Quko,2 Warm Temperate - Large Temporarily Closed,"102.1",Low,Low,,Low,Low,Low,Low,Low,Low,Low,,,"194",Quko,"28.30953797","-32.72563972",Warm Temperate Large Temporarily Closed,Vulnerable,Moderately,A,Warm Temperate Large Temporarily Closed,Warm Temperate,"69.2596673221",VU,PP,VU_PP,est,Poorly Protected,Vulnerable
"129",Morgan,2 Warm Temperate - Large Temporarily Closed,"83.5",Low,Low,,Low,Low,Low,Low,High,High,Low,,High,"195",Morgan,"28.34404697","-32.70859694",Warm Temperate Large Temporarily Closed,Vulnerable,Moderately,B,Warm Temperate Large Temporarily Closed,Warm Temperate,"69.2596673221",VU,PP,VU_PP,est,Poorly Protected,Vulnerable
"130",Cwili,2 Warm Temperate - Small Temporarily Closed,"14.7",Low,Low,,Low,Low,Low,Low,Low,Low,Low,,High,"196",Cwili,"28.37373697","-32.69089278",Warm Temperate Small Temporarily Closed,Least Concern,Well,B,Warm Temperate Small Temporarily Closed,Warm Temperate,"16.1027211742",LC,MP,LC_MP,est,Moderately Protected,Least Concern
"131",Great Kei,2 Warm Temperate - Large Fluvially Dominated,"572.6",Medium,High,,Very high,Low,Low,Low,Very high,High,High,,Very high,"197",Great Kei,"28.385964","-32.67988694",Warm Temperate Large Fluvially Dominated,Vulnerable,Poorly,C,Warm Temperate Large Fluvially Dominated,Warm Temperate,"5.72582112925",VU,NP,VU_NP,est,Not Protected,Vulnerable
"132",Gxara (Gxarha),2 Warm Temperate - Large Temporarily Closed,"68.5",Low,Low,,Low,Low,Medium,Low,Low,Low,Low,,,"198",Gxara (Gxarha),"28.39912997","-32.66615778",Warm Temperate Large Temporarily Closed,Vulnerable,Moderately,A/B,Warm Temperate Large Temporarily Closed,Warm Temperate,"69.2596673221",VU,PP,VU_PP,est,Poorly Protected,Vulnerable
"133",Ngogwane,2 Warm Temperate - Small Temporarily Closed,"22.5",Low,Low,,Low,Low,Medium,Low,Low,Low,Low,,,"200",Ngogwane,"28.42164167","-32.64869722",Warm Temperate Small Temporarily Closed,Least Concern,Well,B,Warm Temperate Small Temporarily Closed,Warm Temperate,"16.1027211742",LC,MP,LC_MP,est,Moderately Protected,Least Concern
"134",Qolora (Qolorha),2 Warm Temperate - Large Temporarily Closed,"69.3",Low,Low,,Low,Low,Low,Low,Low,Low,Low,,,"201",Qolora (Qolorha),"28.43494167","-32.62991667",Warm Temperate Large Temporarily Closed,Vulnerable,Moderately,B,Warm Temperate Large Temporarily Closed,Warm Temperate,"69.2596673221",VU,PP,VU_PP,est,Poorly Protected,Vulnerable
"135",Ncizele,2 Warm Temperate - Small Temporarily Closed,"22.9",Low,Low,,Low,Low,Low,Low,Low,Low,Low,,,"202",Ncizele,"28.43796667","-32.62847222",Warm Temperate Small Temporarily Closed,Least Concern,Well,A/B,Warm Temperate Small Temporarily Closed,Warm Temperate,"16.1027211742",LC,MP,LC_MP,est,Moderately Protected,Least Concern
"136",Timba,2 Warm Temperate - Small Temporarily Closed,"9.199999999999999",Low,Low,,Low,Low,Low,Low,Low,Low,Low,,,"203",Timba,"28.44587778","-32.62545833",Warm Temperate Small Temporarily Closed,Least Concern,Well,B,Warm Temperate Small Temporarily Closed,Warm Temperate,"16.1027211742",LC,MP,LC_MP,est,Moderately Protected,Least Concern
"137",Kobonqaba (Khobonqaba),2 Warm Temperate - Predominantly Open,"115.1",Low,Low,,Low,Low,Low,Low,Low,Low,Low,,,"205",Kobonqaba (Khobonqaba),"28.490359","-32.60783583",Warm Temperate Predominantly Open,Vulnerable,Poorly,B,Warm Temperate Predominantly Open,Warm Temperate,"176.692482939",VU,PP,VU_PP,est,Poorly Protected,Vulnerable
